instrument,date,ritrf,rit,new_wacc,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score,esg_combined_score_1,total_assets,debt__total,price_to_book_value_per_share,capital_adequacy__total_,weighted_average_cost_of_capital_,beta_levered,wacc_tax_rate_,wacc_cost_of_debt_,wacc_debt_weight_,wacc_equity_weight_,lnta,td_ta,d_e,beta_unlevered,WACC_CAPM,yyyymm,mkt_rf,smb,hml,rf,WACC_FF,ticker_prefix,Year,Month,symbol,year,market_cap,fiscal_date_monthly,equity_vol,asset_value,asset_vol,merton_status,distance_to_default,probability_of_default
JPM.N,2016-12-31,0.245916924,0.247916924,0.085799071,81.76677549,88.33451226,79.6714931,81.52125165,80.25788503,80.66396463,79.53450666,77.84192763,43.76062582,39.46444208,2490972.0,495354000.0,1.347064622,15.2,4.864092845,1.536081163,29.05903,2.126533677,66.06575072,30.58786752,14.72818355,0.198859722,2.15986782,0.60661174,0.0520327441593204,201612,1.81,0.14,3.47,0.03,0.869579523939641,JPM,2016,12,JPM,2016,239807669196.80002,2016-12-31,0.23457674277628232,,,not_converged,,
JPM.N,2017-12-31,0.223383343,0.231383343,0.098152028,83.07976953,90.87151471,78.3867751,82.35306372,81.76677549,88.33451226,79.6714931,81.52125165,44.13705817,43.76062582,2533600.0,494798000.0,1.595215926,15.7,4.749802032,1.21089798,28.38487,2.189746346,58.56747691,38.45027708,14.74515177,0.195294443,1.523200386,0.579143722,0.0533111284763972,201712,1.06,-1.32,0.05,0.09,0.537318986905859,JPM,2017,12,JPM,2017,297195876044.8,2017-12-31,0.16253530846585698,,,not_converged,,
JPM.N,2018-12-31,-0.227840382,-0.209740382,-0.075206638,79.42625998,86.57218312,79.61549665,80.04651898,83.07976953,90.87151471,78.3867751,82.35306372,43.39404601,44.13705817,2622532.0,533627000.0,1.387652252,16.0,5.749096791,1.141126993,28.38487,2.730851781,55.92181156,41.07138674,14.77965082,0.203477784,1.361575929,0.577758212,0.0560654294163817,201812,-9.55,-2.33,-1.94,0.19,-4.386890018109213,JPM,2018,12,JPM,2018,271294757990.40002,2018-12-31,0.20191079656304572,271812613929.13092,0.20152611719301017,converged,-26.32841485545087,1.0
JPM.N,2019-12-31,0.161745784,0.183145784,0.077109945,89.75067727,83.67356347,84.684426,83.90768208,79.42625998,86.57218312,79.61549665,80.04651898,43.2164673,43.39404601,2687379.0,516093000.0,1.834591094,16.6,4.696227415,1.223973573,26.62674,2.017936387,59.87430723,37.26255634,14.80407693,0.192043251,1.60682232,0.561719126,0.0519697797343114,201912,2.77,0.76,1.73,0.14,1.3243849657180689,JPM,2019,12,JPM,2019,387405134848.0,2019-12-31,0.2147873456290351,,,not_converged,,
JPM.N,2020-12-31,-0.128975728,-0.124575728,-0.03496142,90.72326167,85.53549577,87.0453177,85.54538377,89.75067727,83.67356347,84.684426,83.90768208,51.78431979,43.2164673,3384757.0,542102000.0,1.554374754,17.3,3.732272746,1.217916165,21.07742,1.306947606,63.28385214,33.30424226,15.03479267,0.160159799,1.900173907,0.487231507,0.0449120975253124,202012,4.63,5.01,-1.69,0.01,1.8878681895990863,JPM,2020,12,JPM,2020,353138956134.39996,2020-12-31,0.38036608528276106,,,not_converged,,
JPM.N,2021-12-31,0.321116288,0.321516288,0.144609133,92.41564734,80.5458233,85.70191403,82.86750878,90.72326167,85.53549577,87.0453177,85.54538377,44.8912012,51.78431979,3743567.0,548939000.0,1.798016951,17.2,1.548870797,1.111852831,20.33657,1.407785494,53.79522759,43.10078694,15.13554946,0.146635281,1.248126343,0.557515263,0.0525085305833948,202112,3.23,-1.62,3.24,0.01,1.5582151036865062,JPM,2021,12,JPM,2021,466206017110.75,2021-12-31,0.18825948019086966,466738732511.4906,0.18804460896324887,converged,-26.4598322649061,1.0
JPM.N,2022-12-31,-0.01475927,-0.00055927,0.022397877,89.93750658,76.5931658,80.93472737,78.67279974,92.41564734,80.5458233,85.70191403,82.86750878,44.47658679,44.8912012,3665743.0,542505000.0,1.485248713,16.4,6.028440795,1.118365688,18.85095,4.457747482,62.44120952,33.9244106,15.1145416,0.14799319,1.840598213,0.448489391,0.0593228572877297,202212,-6.37,-0.76,1.35,0.33,-2.2822332648749986,JPM,2022,12,JPM,2022,393483971114.1,2022-12-31,0.34892742076097577,394010442668.2777,0.34846118854576114,converged,-14.428805915520664,1.0
JPM.N,2023-12-31,0.117533025,0.167033025,0.085678921,92.25661154,73.63736439,83.11535669,79.51238312,89.93750658,76.5931658,80.93472737,78.67279974,39.90589216,44.47658679,3875393.0,653072000.0,1.628492405,17.7,5.73092469,1.111174567,18.80043,4.397559661,58.74498167,38.73621158,15.17015763,0.168517619,1.516539157,0.497966737,0.0627274039891452,202312,4.85,6.29,4.89,0.43,2.2751129819053104,JPM,2023,12,JPM,2023,489319626839.39996,2023-12-31,0.23506791746243014,,,not_converged,,
BAC.N,2016-12-31,0.294272635,0.296272635,0.088169495,93.34922256,76.20075905,53.99551693,69.91846793,92.72934151,70.75346278,57.12465537,68.43271701,38.62590063,37.47722807,2188067.0,411058000.0,0.921933918,14.3,4.762380718,1.598445255,31.88739,2.361766859,69.9379706,25.9621837,14.59852906,0.187863534,2.693840064,0.563856359,0.0480886945717796,201612,1.81,0.14,3.47,0.03,0.7701735451696178,BAC,2016,12,BAC,2016,166454546585.6,2016-12-31,0.40244536905006345,,,not_converged,,
BAC.N,2017-12-31,0.284169935,0.292169935,0.114572893,94.32511457,91.14427914,48.57815996,75.38431681,93.34922256,76.20075905,53.99551693,69.91846793,41.9684742,38.62590063,2281234.0,436933000.0,1.240411104,14.8,4.784765439,1.329092417,31.375235,2.049993302,60.67678975,36.2928731,14.64022708,0.191533617,1.67186515,0.618955918,0.0531894991368149,201712,1.06,-1.32,0.05,0.09,0.5525073890375125,BAC,2017,12,BAC,2017,222341095710.72,2017-12-31,0.16103234136835165,,,not_converged,,
BAC.N,2018-12-31,-0.268533601,-0.250433601,-0.089850257,94.22387632,86.9951807,57.21303111,76.28986619,94.32511457,91.14427914,48.57815996,75.38431681,43.48201175,41.9684742,2354507.0,436569000.0,0.980461714,15.1,6.103296922,1.304886603,29.3161,2.685247043,56.78119783,40.18132536,14.67184192,0.185418434,1.413124065,0.65281828,0.0595341321537523,201812,-9.55,-2.33,-1.94,0.19,-4.920141184593481,BAC,2018,12,BAC,2018,185585521623.04,2018-12-31,0.22601214473903267,,,not_converged,,
BAC.N,2019-12-31,0.231232162,0.252632162,0.096474856,93.71635181,92.01588734,78.05375406,86.22948996,94.22387632,86.9951807,57.21303111,76.28986619,48.92282579,43.48201175,2434079.0,430169000.0,1.289136553,14.7,5.349237711,1.646262365,28.77183,1.958150658,62.14512496,34.75691033,14.70507901,0.176727625,1.787993362,0.724091742,0.0591480901067067,201912,2.77,0.76,1.73,0.14,1.642293513268592,BAC,2019,12,BAC,2019,265272811345.91998,2019-12-31,0.29796663272310775,,,not_converged,,
BAC.N,2020-12-31,-0.148520597,-0.144120597,-0.037192473,92.5716326,91.55028176,75.58004541,84.66738501,93.71635181,92.01588734,78.05375406,86.22948996,47.56625065,48.92282579,2819627.0,452578000.0,1.055520927,16.6,4.16307957,1.594350872,28.29134,1.255636554,66.66454954,29.97139261,14.85211516,0.160509883,2.224272673,0.614394316,0.0484433359658064,202012,4.63,5.01,-1.69,0.01,2.221441224435844,BAC,2020,12,BAC,2020,228291280860.16,2020-12-31,0.4290020744674716,,,not_converged,,
BAC.N,2021-12-31,0.425188022,0.425588022,0.176394999,93.99980913,93.5264954,70.21682698,83.9594101,92.5716326,91.55028176,75.58004541,84.66738501,50.49034335,47.56625065,3169495.0,496199000.0,1.464727956,15.8,1.630812608,1.488893228,19.20182099,1.50095176,57.52450314,39.80816052,14.96908283,0.156554593,1.445042986,0.686895608,0.0604077549030132,202112,3.23,-1.62,3.24,0.01,1.9253813023077455,BAC,2021,12,BAC,2021,359382721788.87,2021-12-31,0.2591478291349732,,,not_converged,,
BAC.N,2022-12-31,-0.023749382,-0.009549382,0.021325501,92.5540416,94.12852816,70.22801476,83.89270397,93.99980913,93.5264954,70.21682698,83.9594101,49.89027722,50.49034335,3051375.0,498549000.0,1.081917016,16.4,6.374252665,1.405726143,17.51754106,4.53008662,65.04722538,31.20169662,14.93110287,0.163385031,2.084733602,0.516898586,0.064368307763126,202212,-6.37,-0.76,1.35,0.33,-2.666677619894829,BAC,2022,12,BAC,2022,264853285472.15997,2022-12-31,0.3690771232765168,,,not_converged,,
WFC.N,2016-12-31,0.300206995,0.302206995,0.116437165,91.47656339,77.2049598,84.6714931,81.19024,84.07776004,76.39654915,87.12437594,79.94497381,41.59512,45.40726952,1930115.0,351858000.0,1.579373736,16.04,4.263513523,0.982199558,31.47193,2.13322813,60.47723307,35.60349074,14.47309014,0.182298982,1.698632123,0.453873147,0.0440007854235057,201612,1.81,0.14,3.47,0.03,0.6524741373281864,WFC,2016,12,WFC,2016,179337865090.56,2016-12-31,0.2619545485936573,,,not_converged,,
WFC.N,2017-12-31,0.207840619,0.215840619,0.101450417,92.98477167,78.65993893,89.61141662,83.77104709,91.47656339,77.2049598,84.6714931,81.19024,42.21447092,41.59512,1951757.0,328276000.0,1.634418161,17.46,4.536545507,0.948817466,31.36675,2.203684903,52.63957751,43.31385306,14.48424055,0.168195119,1.215305815,0.517319372,0.0497235426637882,201712,1.06,-1.32,0.05,0.09,0.4825715635003352,WFC,2017,12,WFC,2017,197431106424.32,2017-12-31,0.17249956740209121,,,not_converged,,
WFC.N,2018-12-31,-0.240220689,-0.222120689,-0.082931107,91.59599321,80.67178847,88.34368302,83.98208317,92.98477167,78.65993893,89.61141662,83.77104709,43.67643484,42.21447092,1895883.0,334831000.0,1.220593958,16.89,5.727877728,1.072013561,30.81062,2.736396979,54.15615528,41.95218002,14.45519525,0.176609527,1.290902052,0.566254054,0.0543203319129809,201812,-9.55,-2.33,-1.94,0.19,-4.204988207149522,WFC,2018,12,WFC,2018,149952618823.68,2018-12-31,0.2735710427908547,,,not_converged,,
WFC.N,2019-12-31,0.167838358,0.189238358,0.078616856,90.81550793,83.84685632,58.05554813,74.56057492,91.59599321,80.67178847,88.34368302,83.98208317,50.41160059,43.67643484,1927555.0,332703000.0,1.343213436,15.31,4.53828491,1.106953117,30.39068,2.019179705,59.25591915,37.14268925,14.47176292,0.172603635,1.595358881,0.524493452,0.0482520979596273,201912,2.77,0.76,1.73,0.14,1.1992198783889745,WFC,2019,12,WFC,2019,175074889164.8,2019-12-31,0.17048376539553634,,,not_converged,,
WFC.N,2020-12-31,-0.282706868,-0.278306868,-0.058576648,91.13052984,80.98267892,52.92718116,71.06330408,90.81550793,83.84685632,58.05554813,74.56057492,42.21769855,50.41160059,1952911.0,271949000.0,0.764725507,16.14,3.980210142,1.266459913,26.78891,2.105958043,69.66785014,24.9070394,14.48483164,0.139253146,2.797114865,0.415532721,0.0402941018597224,202012,4.63,5.01,-1.69,0.01,1.47370846697321,WFC,2020,12,WFC,2020,98211155297.28,2020-12-31,0.49585055331675276,98475066989.68298,0.49452168132199303,converged,-10.168551764974323,1.0
WFC.N,2021-12-31,0.438530948,0.438930948,0.206085816,88.71369128,78.32363608,59.0680208,71.64402068,91.13052984,80.98267892,52.92718116,71.06330408,45.92839332,42.21769855,1948068.0,195098000.0,1.112753617,15.84,2.009096665,1.301313345,20.93924,1.990208027,49.90199103,45.16288266,14.48234867,0.100149481,1.1049337,0.694563882,0.0625405546369202,202112,3.23,-1.62,3.24,0.01,1.9106735342753367,WFC,2021,12,WFC,2021,186440755826.06,2021-12-31,0.2597773207665515,,,not_converged,,
WFC.N,2022-12-31,0.090328532,0.104528532,0.062131193,89.59374671,75.68746162,71.49007988,74.77399595,88.71369128,78.32363608,59.0680208,71.64402068,38.08793255,45.92839332,1881020.0,226015000.0,1.010248763,14.82,6.576520399,1.176937193,21.24215,4.651379866,54.26336955,40.42221497,14.44732474,0.120155554,1.342414551,0.572090548,0.0653071957187313,202212,-6.37,-0.76,1.35,0.33,-2.8772180488445227,WFC,2022,12,WFC,2022,158297785823.08,2022-12-31,0.36185332381151825,,,not_converged,,
USB.N,2016-12-31,0.287997184,0.289997184,0.167564806,74.21371681,63.3681364,32.42922133,51.04307094,67.23016439,49.53154334,29.76945216,42.60883528,51.04307094,42.60883528,445964.0,47286000.0,2.085565412,16.0,4.969372243,0.838823558,26.17208,2.341925405,40.48296965,55.36788988,13.00799351,0.10603098,0.73116331,0.544760428,0.0561205746955572,201612,1.81,0.14,3.47,0.03,0.8642442674483892,USB,2016,12,USB,2016,80035998634.23999,2016-12-31,0.18125616109525056,,,not_converged,,
USB.N,2017-12-31,0.206004223,0.214004223,0.137909728,75.13243601,64.6126814,35.35852023,52.69409462,74.21371681,63.3681364,32.42922133,51.04307094,52.69409462,51.04307094,462040.0,48910000.0,2.033641743,12.9,5.15088223,0.853304292,26.17208,2.346431796,34.63501406,61.63889074,13.04340675,0.105856636,0.561901969,0.60310987,0.0613092771903502,201712,1.06,-1.32,0.05,0.09,0.6190002388577047,USB,2017,12,USB,2017,83479244828.16,2017-12-31,0.11220393858476248,,,not_converged,,
USB.N,2018-12-31,-0.259610373,-0.241510373,-0.12371757,75.43582083,62.91087012,34.32354658,51.43078247,75.13243601,64.6126814,35.35852023,52.69409462,51.43078247,52.69409462,467374.0,55479000.0,1.63172154,12.6,6.408034741,1.033938346,26.17208,2.888738216,41.30865321,54.87443284,13.05488507,0.118703651,0.75278506,0.664584934,0.0649879532984148,201812,-9.55,-2.33,-1.94,0.19,-5.305291221737899,USB,2018,12,USB,2018,71201968806.40001,2018-12-31,0.22632743850814951,,,not_converged,,
USB.N,2019-12-31,0.109738786,0.131138786,0.082845095,76.24117827,60.71433837,48.70252559,55.83625388,75.43582083,62.91087012,34.32354658,51.43078247,55.83625388,51.43078247,495426.0,62548000.0,1.983040048,12.7,5.894260477,1.116100677,26.11457,2.208485088,37.47435795,58.5107,13.11317328,0.126250944,0.64047017,0.757595687,0.0693807658181158,201912,2.77,0.76,1.73,0.14,1.8969459966252016,USB,2019,12,USB,2019,92375595854.08,2019-12-31,0.2289596216042662,,,not_converged,,
USB.N,2020-12-31,-0.209991989,-0.205591989,-0.089933518,76.98169436,61.29160242,47.14739858,55.63468786,76.24117827,60.71433837,48.70252559,55.83625388,55.63468786,55.83625388,553905.0,51829000.0,1.490408936,13.4,4.519649763,1.106555083,26.11457,1.582099422,48.3551466,46.49303206,13.22474847,0.093570197,1.040051476,0.625721547,0.0556133114365081,202012,4.63,5.01,-1.69,0.01,2.392302508347926,USB,2020,12,USB,2020,72588615463.68001,2020-12-31,0.3956870337393191,,,not_converged,,
USB.N,2021-12-31,0.319927626,0.320327626,0.198427568,77.27983235,70.22181973,55.88843868,63.5866309,76.98169436,61.29160242,47.14739858,55.63468786,63.5866309,55.63468786,573284.0,42751000.0,1.716446267,13.4,1.736643804,1.092828872,19.17617,1.701365185,35.4864588,60.42182409,13.25913651,0.074572114,0.587311941,0.741057681,0.0692278200622441,202112,3.23,-1.62,3.24,0.01,2.143714013361089,USB,2021,12,USB,2021,83328316945.07,2021-12-31,0.25326866695391576,83369804462.07474,0.2531426322559248,converged,-17.041014358854223,1.0
USB.N,2022-12-31,0.035617202,0.049817202,0.04063916,76.6526491,71.47213493,60.7741433,65.96213447,77.27983235,70.22181973,55.88843868,63.5866309,36.25209527,63.5866309,674805.0,69545000.0,1.518858042,11.9,6.336451543,0.978488428,19.17617,4.438238516,46.20155542,48.30851214,13.42217904,0.103059402,0.956385394,0.551886878,0.0641542887788122,202212,-6.37,-0.76,1.35,0.33,-2.835064389427144,USB,2022,12,USB,2022,66765961831.38,2022-12-31,0.26147064405511455,,,not_converged,,
USB.N,2023-12-31,0.069528011,0.119028011,0.068373005,71.88367404,69.36279693,58.91099306,63.73975909,76.6526491,71.47213493,60.7741433,65.96213447,51.48065799,36.25209527,663491.0,65353000.0,1.390365364,13.7,5.790548733,1.081843085,19.17617,4.380833699,52.71498386,41.76152043,13.40527057,0.098498699,1.262286031,0.535505463,0.0628191424722938,202312,4.85,6.29,4.89,0.43,2.38944112239456,USB,2023,12,USB,2023,67429939420.4,2023-12-31,0.4999356499550937,,,not_converged,,
PNC.N,2016-12-31,0.278917777,0.280917777,0.166546279,80.33107012,79.53542931,89.03816183,80.32216568,76.84259786,60.74958959,93.93501442,72.65677906,80.32216568,72.65677906,366380.0,52706000.0,1.359608839,14.3,5.19339494,0.888347714,25.87274,2.663571564,43.79139508,56.20860492,12.81142633,0.143856106,0.77908703,0.563130763,0.0604618473431666,201612,1.81,0.14,3.47,0.03,0.9292923183110806,PNC,2016,12,PNC,2016,46265517255.68,2016-12-31,0.25168719199204526,46316665557.97121,0.25140924943241305,converged,-19.77022265670539,1.0
PNC.N,2017-12-31,0.234963062,0.242963062,0.161570768,81.78697073,77.87503106,94.95115581,81.68382186,80.33107012,79.53542931,89.03816183,80.32216568,81.68382186,80.32216568,380768.0,59088000.0,1.56793719,13.7,5.344189072,0.890351156,25.06234,2.615789697,36.43980517,63.56019483,12.84994554,0.155181108,0.573311729,0.622785897,0.0658246563498969,201712,1.06,-1.32,0.05,0.09,0.6642106133784067,PNC,2017,12,PNC,2017,57076363584.32,2017-12-31,0.1259389663198293,57133705270.00632,0.12581256890540937,converged,-39.92055258281071,1.0
PNC.N,2018-12-31,-0.265949731,-0.247849731,-0.145917813,80.65917739,78.78947637,94.15314338,81.59738936,81.78697073,77.87503106,94.95115581,81.68382186,81.59738936,81.68382186,382315.0,57419000.0,1.221431805,13.0,6.885149559,1.01964367,24.76848,3.198501175,37.4870235,62.5129765,12.85400016,0.150187672,0.599667871,0.702650464,0.0723929969280414,201812,-9.55,-2.33,-1.94,0.19,-5.959466667812217,PNC,2018,12,PNC,2018,46245738905.28,2018-12-31,0.22893034503265441,46301460917.37082,0.22865483624305905,converged,-21.902126634222263,1.0
PNC.N,2019-12-31,0.135785967,0.157185967,0.103547765,78.60841893,72.14283496,79.12731384,72.79859462,80.65917739,78.78947637,94.15314338,81.59738936,72.79859462,81.59738936,410295.0,60263000.0,1.525116171,12.7,6.120615813,1.136762344,24.13859,2.465316792,38.73249516,61.26750484,12.92463169,0.146877247,0.632186593,0.768297755,0.074376710651327,201912,2.77,0.76,1.73,0.14,2.0222289611249704,PNC,2019,12,PNC,2019,63144361487.04,2019-12-31,0.21839914293509047,,,not_converged,,
PNC.N,2020-12-31,-0.146783927,-0.142383927,-0.073113779,76.82087565,73.23953395,83.07919968,74.4731524,78.60841893,72.14283496,79.12731384,72.79859462,74.4731524,72.79859462,466679.0,37195000.0,1.251183332,15.6,5.931508098,1.359596814,23.71585,1.988172442,43.96694052,56.03305948,13.05339693,0.079701465,0.784660715,0.850507216,0.0768058682176232,202012,4.63,5.01,-1.69,0.01,3.539515289455854,PNC,2020,12,PNC,2020,58939484192.0,2020-12-31,0.4471184347898684,,,not_converged,,
PNC.N,2021-12-31,0.30796423,0.30836423,0.225096865,82.74298054,74.64296028,83.85385197,77.54007797,76.82087565,73.23953395,83.07919968,74.4731524,77.54007797,74.4731524,557191.0,30784000.0,1.661571243,13.5,1.710862676,1.332358726,16.91579,2.196746512,28.70172699,71.29827301,13.23066337,0.055248559,0.402558516,0.998423457,0.0931243894625311,202112,3.23,-1.62,3.24,0.01,3.080702822578411,PNC,2021,12,PNC,2021,84218400000.0,2021-12-31,0.21617128183191103,,,not_converged,,
PNC.N,2022-12-31,-0.014922887,-0.000722887,0.010423263,79.82662904,72.00720251,70.79361806,71.0015771,82.74298054,74.64296028,83.85385197,77.54007797,71.0015771,77.54007797,557263.0,58713000.0,1.582240931,12.3,7.796670479,1.13872467,16.91579,4.552183866,28.91772942,71.08227058,13.23079258,0.105359588,0.406820564,0.851062453,0.0889219832239725,202212,-6.37,-0.76,1.35,0.33,-4.91056910605957,PNC,2022,12,PNC,2022,63333940000.0,2022-12-31,0.22928087346858442,63390917768.61124,0.22907478854324642,converged,-20.31483606074232,1.0
TFC.N,2016-12-31,0.289289936,0.291289936,0.155398207,24.3362241,50.59669309,69.89050057,50.71496694,18.2821119,46.65570645,65.13684641,46.59049511,50.71496694,46.59049511,219276.0,23371000.0,1.417547395,14.1,5.471509695,1.073585997,29.05421105,2.421366417,44.19674283,50.74182741,12.29808649,0.106582572,0.871012044,0.663548569,0.0609479196312694,201612,1.81,0.14,3.47,0.03,1.008825367061731,TFC,2016,12,TFC,2016,61523523427.407364,2016-12-31,0.2356653389701454,61546203709.971924,0.23557849435331632,converged,-19.809399973116694,1.0
TFC.N,2017-12-31,0.213412659,0.221412659,0.131265385,30.37984676,63.49712874,68.21207962,57.23487101,24.3362241,50.59669309,69.89050057,50.71496694,57.23487101,50.71496694,221642.0,28586000.0,1.460767275,13.9,5.290902616,0.978874818,29.65023329,2.247946896,38.94871852,56.50351548,12.30881875,0.12897375,0.68931496,0.659205384,0.061827411811497,201712,1.06,-1.32,0.05,0.09,0.6432972185747644,TFC,2017,12,TFC,2017,65056350590.558975,2017-12-31,0.1573126840339251,65084091746.58099,0.15724563176977113,converged,-30.792410184807686,1.0
TFC.N,2018-12-31,-0.283654119,-0.265554119,-0.132243727,29.96612645,62.88244511,75.00289729,59.39734737,30.37984676,63.49712874,68.21207962,57.23487101,59.39734737,57.23487101,225697.0,28887000.0,1.221592313,13.8,6.253531543,1.017448554,29.3309166,2.800766076,42.71419557,52.98281364,12.32694867,0.127990182,0.806189642,0.648169181,0.0620842620732564,201812,-9.55,-2.33,-1.94,0.19,-5.039024257515188,TFC,2018,12,TFC,2018,56729271413.76,2018-12-31,0.22492575933273523,56757304673.88762,0.22481466522146654,converged,-21.560979423775724,1.0
TFC.N,2020-12-31,-0.161855843,-0.157455843,-0.071302272,70.76615551,75.60060656,69.30289847,69.81289628,29.96612645,62.88244511,75.00289729,59.39734737,69.81289628,59.39734737,509228.0,45689000.0,1.030221972,14.5,5.484132003,1.354575924,21.00652,1.935206653,42.70808575,49.43036775,13.14065113,0.089722089,0.864005017,0.805093481,0.0682278704644791,202012,4.63,5.01,-1.69,0.01,3.111589481643371,TFC,2020,12,TFC,2020,62766250666.24,2020-12-31,0.5114066849586357,,,not_converged,,
TFC.N,2021-12-31,0.244244074,0.244644074,0.155726981,76.93039664,79.75898852,68.32011436,72.74215112,70.76615551,75.60060656,69.30289847,69.81289628,72.74215112,69.81289628,541241.0,41205000.0,1.241952521,13.2,1.912398115,1.264883102,20.44335,1.932624396,33.1832825,61.56901525,13.20161993,0.076130596,0.538960748,0.885289467,0.0780870627768396,202112,3.23,-1.62,3.24,0.01,2.5267056408164073,TFC,2021,12,TFC,2021,77743743900.0,2021-12-31,0.24373072096125165,77783731108.20987,0.24360542340934338,converged,-17.783356284610612,1.0
TFC.N,2022-12-31,-0.005230721,0.008969279,0.018578766,75.36702509,80.03639959,74.48821769,74.96194667,76.93039664,79.75898852,68.32011436,72.74215112,74.63050604,72.74215112,555255.0,66625000.0,1.06040846,12.4,6.899010797,1.075666302,19.46703,4.417360259,38.27394475,55.3341331,13.22718275,0.119989915,0.691687799,0.690841958,0.071880676890377,202212,-6.37,-0.76,1.35,0.33,-3.595273337607423,TFC,2022,12,TFC,2022,57093451870.0,2022-12-31,0.2533170430406949,57158107803.67267,0.25303049664225175,converged,-18.928231867119496,1.0
TFC.N,2023-12-31,0.006510958,0.056010958,0.041364157,74.61173126,79.63667532,67.03483152,72.15302486,75.36702509,80.03639959,74.48821769,74.96194667,55.68729087,74.63050604,535349.0,63746000.0,0.93922697,13.7,5.876195061,1.113004326,19.45758,4.371115891,50.57075809,42.06356105,13.19067415,0.119073726,1.202246239,0.565459547,0.0631948699409849,202312,4.85,6.29,4.89,0.43,2.469298149007386,TFC,2023,12,TFC,2023,49241791560.0,2023-12-31,0.4466870821613478,49303653580.98158,0.4461266172943084,converged,-10.869688417220345,1.0
FCNCA.OQ,2016-12-31,0.156390716,0.158390716,0.116130849,21.15270351,21.91797436,22.37627986,18.92677603,18.2821119,19.80092668,39.21364379,23.9381714,18.92677603,23.9381714,32990.836,1436429.0,1.415368331,13.85,6.033419071,0.971768051,36.70965,2.230548301,29.29149687,70.70850313,10.4039851,0.043540243,0.414257063,0.76990952,0.073446280478618,201612,1.81,0.14,3.47,0.03,1.2690396788769724,FCNCA,2016,12,FCNCA,2016,4360713500.0,2016-12-31,0.23902996474335908,4362107476.10731,0.23895357917477814,converged,-15.786476373805089,1.0
FCNCA.OQ,2017-12-31,0.187459834,0.195459834,0.151641047,22.15799615,23.26643699,30.13612446,22.38915755,21.15270351,21.91797436,22.37627986,18.92677603,22.38915755,18.92677603,34527.512,1564047.0,1.451739743,14.21,6.756448614,1.143868028,35.77237,2.276859001,24.23121536,75.76878464,10.44951173,0.045298572,0.319804725,0.948950709,0.0869427850606942,201712,1.06,-1.32,0.05,0.09,0.9904320095188182,FCNCA,2017,12,FCNCA,2017,4950331100.0,2017-12-31,0.2312180241131401,4951848922.425411,0.23114715201917163,converged,-16.482963280953445,1.0
FCNCA.OQ,2018-12-31,-0.161272369,-0.143172369,-0.118327165,21.58687943,17.28665197,42.79480346,23.98030862,22.15799615,23.26643699,30.13612446,22.38915755,23.98030862,22.38915755,35408.629,892154.0,1.256677533,13.99,8.796723209,1.15023372,35.77237,2.687492745,15.4862947,84.5137053,10.47471083,0.025195949,0.183240039,1.029116271,0.0960745804368637,201812,-9.55,-2.33,-1.94,0.19,-9.120354903078235,FCNCA,2018,12,FCNCA,2018,4631569085.0,2018-12-31,0.25840137982129485,4632434871.864538,0.25835308545200464,converged,-12.502488091638277,1.0
FCNCA.OQ,2019-12-31,0.145414506,0.166814506,0.146258936,20.28455285,27.46066693,46.43213414,30.33605909,21.58687943,17.28665197,42.79480346,23.98030862,30.33605909,23.98030862,39824.496,1326871.0,1.577477211,12.12,7.583039838,1.145386755,35.71542,1.661129308,13.16516976,86.83483024,10.59223748,0.033317961,0.151611625,1.043667862,0.0970779168240782,201912,2.77,0.76,1.73,0.14,2.8780017696864544,FCNCA,2019,12,FCNCA,2019,6537507977.0,2019-12-31,0.19976965852882514,6538795633.035546,0.19973031877561181,converged,-17.503815840543222,1.0
FCNCA.OQ,2020-12-31,-0.013812664,-0.009412664,-0.004106414,18.99807322,23.4416618,29.99395953,22.42488968,20.28455285,27.46066693,46.43213414,30.33605909,22.42488968,30.33605909,49957.68,1889650.0,1.449418139,13.81,5.90187254,1.175696214,35.71542,1.371861547,25.62091025,67.63134052,10.81893153,0.037825015,0.378831915,0.945450239,0.0782086362295717,202012,4.63,5.01,-1.69,0.01,3.690516709593732,FCNCA,2020,12,FCNCA,2020,7054160399.0,2020-12-31,0.6227084671396502,7055994201.402471,0.6225466296649489,converged,-6.098744464791617,0.9999999994654759
FCNCA.OQ,2021-12-31,0.210241637,0.210641637,0.177958062,19.0205481,26.94636989,36.26624314,26.64997628,18.99807322,23.4416618,29.99395953,22.42488968,26.64997628,22.42488968,58308.14,1783479.0,1.852509066,14.35,1.653390682,1.141730115,23.63595,1.518481851,12.72104579,83.78351259,10.97349699,0.030587136,0.151832328,1.023105791,0.0935708651024555,202112,3.23,-1.62,3.24,0.01,3.09961200166217,FCNCA,2021,12,FCNCA,2021,8146045525.200001,2021-12-31,0.30047318189020905,8147776294.429729,0.30040935469138,converged,-11.436735775422669,1.0
